-- bus section
i, v(p.u.), theta(deg), bcs(MVAR at v = 1 p.u.)
387, 1.041457294772505, -5.041787580675956, 0.0
23, 1.0444697735317559, -12.47665753232466, 0.0
160, 1.0393215589056262, -11.401025719093582, 0.0
416, 1.0361936418909685, -21.337412299122562, 0.0
450, 1.039290445071554, -12.978456280741204, 0.0
149, 1.0426274164281963, -10.919515835445532, 0.0
359, 1.0414018527545958, -11.084565439117986, 0.0
59, 1.0387423572787882, -9.271358618907595, 0.0
184, 1.0359926501077106, -6.886807938393676, 0.0
43, 1.042264780010069, -11.070199289604892, 0.0
122, 1.038150444226712, -21.168087037887087, 0.0
253, 1.0410654428014439, -10.918494761077094, 0.0
302, 1.0423593508051545, -9.658325521115017, 0.0
175, 1.0399579280952445, -8.55173246057535, 0.0
415, 1.0362526897036497, -21.330275677896534, 0.0
39, 1.0439132266993711, -12.201993364812907, 0.0
143, 1.0449732240250522, -3.2093524926979202, 0.0
112, 1.036924494371439, -15.983702256222427, 0.0
372, 1.0390364867974295, -16.37729281206293, 0.0
34, 1.0355087128843834, -15.372329099322018, 0.0
293, 1.0408959536655071, -11.693704675658214, 0.0
421, 1.0338797871333691, -20.844411865769665, 0.0
137, 1.0393006239890445, -10.59504315376993, 0.0
55, 1.0446224735786256, -9.743739399909744, 0.0
323, 1.0373835373975415, -10.170551492751839, 0.0
17, 1.0423186862429763, 6.712499322555007e-31, 0.0
243, 1.0288712341541226, -22.43200134895817, 0.0
318, 1.0404319499569594, -9.655238010095536, 0.0
9, 1.0563332214848287, -16.696590846822374, 0.0
172, 1.0392919973843848, -11.215467053152244, 0.0
333, 1.0418435964003088, -12.678784000030126, 0.0
363, 1.0401587528185243, -12.683484154329053, 0.0
12, 1.0402021885114552, -9.930068378238582, 0.0
192, 1.0398491256880371, -12.365927380812822, 0.0
20, 1.038406715583044, -14.81212520345204, 0.0
292, 1.036310420644308, -21.153096320976246, 0.0
350, 1.04361076816017, -12.40224703847582, 0.0
252, 1.037079294631023, -12.742219982093962, 0.0
357, 1.0284515458169758, -12.377375840402754, 0.0
341, 1.0370359298839111, -11.653035055588331, 0.0
417, 1.0431630556949136, -11.493062865314673, 50.0
462, 1.0416468897531939, -12.97562367451862, 0.0
426, 1.0415151700442271, -9.907905054959713, 4.19887369947635
14, 1.0418577688554753, -3.2506720617655454, 0.0
167, 1.0400508743982317, -4.045489252976029, 0.0
127, 1.0404196834165995, -3.696674362603086, 0.0
96, 1.037859862949954, -5.705561547699364, 0.0
123, 1.042053042836489, -4.767346725082369, 0.0
456, 1.045688420949565, -17.831291791908196, 0.0
177, 1.039902788466676, -8.55875020627344, 0.0
254, 1.0410654428014439, -10.918494761077094, 0.0
300, 1.0423593508051545, -9.658325521115017, 18.64466591340486
257, 1.0410654428014439, -10.918494761077095, 0.0
19, 1.0384303645941768, -14.809068379690329, 0.0
179, 1.0341302650450341, -21.565333125419752, 0.0
242, 1.029584833875551, -22.34750037320928, 0.0
396, 1.0418498493042074, -4.146069585751226, 0.0
260, 1.0418941267789383, -5.344059356494676, 0.0
495, 1.0385690645371073, -13.026588342128523, 0.0
239, 1.040526484917948, -13.681264693373487, 0.0
35, 1.0391600184810672, -12.1535035084618, 0.0
423, 1.0382636658908586, -5.9476754331482455, 0.0
317, 1.0355780535388153, -6.456875371278118, 0.0
197, 1.046412900689794, -12.531589014913504, 0.0
131, 1.0413263060453772, -12.680388686889028, 0.0
488, 1.0323664728426547, -14.2775812990767, 0.0
401, 1.0377667076932386, -5.503141287404655, 0.0
276, 1.0416595470066563, -20.700971678490415, 0.0
316, 1.035601312730352, -6.454420203451081, 0.0
365, 1.0359220497243824, -20.959376801922478, 0.0
458, 1.0442628719772376, -19.672598899102173, 0.0
463, 1.0416468897531939, -12.975623674518618, 0.0
494, 1.0406856578299708, -12.366010762915247, 0.0
21, 1.0340362734552364, -17.292179837060367, 0.0
263, 1.0472552189671858, -20.44826259830168, 100.0
83, 1.035523053778897, -14.624452196447866, 0.0
244, 1.0401980669811188, -10.621703843996306, 0.0
45, 1.038070170100436, -18.45645302596307, 0.0
295, 1.036578259498925, -13.226721909324613, 0.0
139, 1.0396301413895794, -12.567134096742647, 0.0
181, 1.0339206447948406, -10.979035814086643, 0.0
386, 1.0418498493042077, -4.146069585751225, 0.0
368, 1.0402400225555442, -6.0269710012185715, 0.0
436, 1.041229228374319, -11.645668538730977, 0.0
440, 1.0425597245586196, -7.071773245715394, 0.0
85, 1.0395001773372043, -13.482391318453827, 0.0
413, 1.0432001734312735, -9.469936030005728, 0.0
105, 1.0368101563972263, -13.16298372361643, 0.0
30, 1.037823637182978, -21.187946137720232, 0.0
3, 1.0315431044236076, -21.977557840876685, 0.0
309, 1.0420494271463556, -11.054203491487511, 0.0
81, 1.0430917638960704, -10.571863142761373, 0.0
400, 1.0400186930913304, -11.403055494813792, 0.0
480, 1.0450892139494021, -20.122645698635598, 0.0
482, 1.0491727612140305, -20.4198748281842, 0.0
296, 1.0365386969918304, -13.232274675668492, 0.0
27, 1.029249364505299, -13.227226326131236, 0.0
75, 1.039712271911134, -13.706784496973071, 0.0
392, 1.0418498493042077, -4.146069585751225, 0.0
50, 1.040537544363857, -11.02870958366255, 0.0
460, 1.037257307185519, -12.376459459122021, 0.0
162, 1.0455508173413148, -16.168230835317946, 0.0
63, 1.0351273111671262, -21.373459827425833, 0.0
303, 1.0417200890215745, -9.734953608153786, 0.0
92, 1.0370557627770494, -5.677558422528383, 0.0
422, 1.0334554615993092, -20.893245212911893, 0.0
208, 1.031277483475814, -11.544964601884999, 0.0
214, 1.0377170558344098, -11.587692103028555, 0.0
120, 1.041589350312572, -11.025013071896206, 0.0
224, 1.0425090438406879, -11.978691592910975, 0.0
87, 1.0408578370852912, -6.273525548833652, 0.0
117, 1.0403407375308313, -10.156631170120754, 0.0
255, 1.0410654428014439, -10.918494761077094, 0.0
499, 1.0313628834182413, -19.466896738132974, 0.0
178, 1.0399139503011163, -8.556117998984105, 0.0
89, 1.0432077212518285, -20.124690588601688, 0.0
275, 1.0354019371281027, -6.860970097311693, 0.0
176, 1.0399579280952442, -8.55173246057535, 0.0
182, 1.0333070232986472, -11.06261105413456, 0.0
496, 1.0418438764164026, -4.068045543268465, 0.0
225, 1.044834720759784, -12.386772255094353, 0.0
195, 1.045571921860636, -16.030278013748585, 0.0
286, 1.0351509294494938, -9.252073218047927, 0.0
249, 1.045051918000792, -11.349342556078014, 0.0
485, 1.038094409890667, -20.269943581017532, 0.0
161, 1.039185231780297, -11.419382830353786, 0.0
442, 1.0425597245586196, -7.071773245715394, 0.0
202, 1.038385490976373, -11.8730014414089, 0.0
346, 1.0319626634912007, -21.994134165886216, 0.0
389, 1.0418498493042077, -4.146069585751225, 0.0
459, 1.04081422291388, -4.118099930025337, 0.0
465, 1.0435331840585198, -12.795360491956595, 0.0
146, 1.0454484470752143, -16.081567248004625, 0.0
142, 1.0416224662894435, -8.260679460148154, 0.0
219, 1.0401178569452634, -12.005326948932879, 0.0
256, 1.0410654428014439, -10.918494761077094, 0.0
291, 1.036379429672331, -21.144367608350507, 0.0
80, 1.0429693837226763, -9.319600748614913, 0.0
203, 1.038359865009115, -11.876170664162377, 0.0
308, 1.0421010719445372, -11.047646322759286, 0.0
360, 1.0401587528185243, -12.683484154329053, 0.0
432, 1.0424533754807668, -12.029609756195114, 0.0
113, 1.0366828008419608, -16.00993156334038, 0.0
110, 1.0344203453629235, -6.854052884836405, 0.0
418, 1.0427555132127533, -11.542198604867012, 0.0
492, 1.0383124474347265, -10.740448413772706, 0.0
445, 1.0416292475117397, -7.053169590911249, 28.937161357106316
322, 1.037668877435573, -10.138980633145954, 0.0
431, 1.0424180136379613, -12.018273849130436, 0.0
269, 1.0376919239348614, -13.594154568952222, 0.0
157, 1.0303711370667126, -14.619045578439314, 0.0
57, 1.0413256066670724, -7.597136998084599, 0.0
165, 1.041840239932197, -4.6233625567866845, 0.0
231, 1.0363885512822324, -8.358820080197203, 0.0
384, 1.0404382940373484, -9.793466955782394, 0.0
327, 1.0426661193259774, -21.552735667019483, 0.0
173, 1.0392754066675618, -11.217163817973077, 0.0
284, 1.0386630839353552, -14.304249556840341, 0.0
200, 1.0398257682492689, -17.856178495871678, 0.0
171, 1.038003731317105, -5.757794048132415, 0.0
233, 1.0425755502894325, -19.67305687542187, 0.0
428, 1.0424709637391283, -12.034856550461718, 0.0
345, 1.0323972093283966, -21.93985855954594, 0.0
130, 1.0430542111269894, -11.065937486029533, 0.0
273, 1.040366983298646, -13.634470463099301, 0.0
319, 1.0434295015910369, -9.216889450208301, 0.0
478, 1.0415310470727335, -11.778524296618546, 0.0
312, 1.0386892299724855, -12.49401128725961, 0.0
15, 1.0412032685240844, -4.8517610614351945, 0.0
61, 1.0408108018039548, -12.661135173368281, 0.0
67, 1.0456101983994064, -8.944121502370967, 0.0
247, 1.0373471297409884, -6.741250640055955, 0.0
108, 1.0405984654641702, -13.00979305272177, 0.0
100, 1.0429447063472532, -12.861000507387836, 0.0
344, 1.0383260743538096, -13.621921989566225, 0.0
385, 1.040218816080325, -9.818220814515712, 0.0
457, 1.0442628719772376, -19.672598899102173, 0.0
500, 1.0432579919747147, -10.519954307148994, 0.0
46, 1.0367084743406079, -14.10090003170406, 0.0
251, 1.0379431490418438, -12.63968902459866, 0.0
444, 1.0425597245586196, -7.071773245715394, 0.0
170, 1.0380910347531864, -5.745268770060108, 0.0
151, 1.043981039065094, -12.415190986796675, 0.0
248, 1.0450519180007924, -11.34934255607801, 0.0
68, 1.034478913272663, -13.285621680484748, 0.0
56, 1.0446115093160673, -9.744962051285706, 0.0
147, 1.037341773536747, -15.560508860387506, 0.0
454, 1.0400368256704766, -20.199069844425605, 0.0
452, 1.0410174396198824, -6.20051680528495, 0.0
76, 1.0404937081769123, -6.94837629659517, 0.0
186, 1.0397206142774462, -6.406864177430168, 0.0
342, 1.0383396575899844, -13.620099368307248, 0.0
438, 1.0405127927532758, -11.402047968476902, 0.0
180, 1.0339819644548862, -21.581298334615298, 0.0
135, 1.040275575944781, -20.54461885177793, 0.0
262, 1.0477315669352125, -17.912789503456796, 0.0
48, 1.0408699996505186, -11.254887648139913, 0.0
103, 1.0405029090232005, -11.408004101878992, 0.0
355, 1.0381236470244133, -20.890254715311418, 0.0
393, 1.0418498493042077, -4.146069585751225, 0.0
408, 1.0418196470844596, -10.557111046639653, 0.0
32, 1.0386862246597173, -13.122832519540996, 0.0
109, 1.0403584507460504, -13.035825534626554, 0.0
264, 1.0477315669352125, -17.912789503456796, 0.0
320, 1.030322183925921, -22.302483219905223, 0.0
217, 1.0382941466404745, -10.419706384228887, 0.0
334, 1.0418409325974234, -12.679055759111689, 0.0
405, 1.040609626680089, -10.156040739511107, 0.0
2, 1.0333181168111762, -20.025857436009453, 0.0
183, 1.0361703800605688, -6.866867165149539, 0.0
155, 1.0371094945884927, -13.11347687255986, 0.0
51, 1.0408679684821018, -11.25513670238172, 0.0
53, 1.0413202603606233, -20.397063653757755, 0.0
106, 1.0404329899463822, -12.89422158480128, 0.0
435, 1.039897918868126, -11.26600711400686, 0.0
489, 1.0429468612735335, -10.789647040565628, 0.0
111, 1.0340997332157387, -6.897479181470151, 0.0
141, 1.0427620566425078, -8.128606424159447, 40.22656655284223
287, 1.0384558850157926, -20.88665412640608, 0.0
93, 1.0382170221285358, -12.449563987063604, 0.0
213, 1.0387577161492327, -11.345205647490397, 0.0
278, 1.0416074133626694, -20.70769621458497, 0.0
10, 1.040329963985814, -12.90583755139625, 0.0
340, 1.0372074995331146, -11.632936492983063, 0.0
474, 1.0457100179347354, -11.329641214525797, 39.89984894355225
356, 1.0288193018816045, -12.331409110726076, 0.0
265, 1.0477315669352125, -17.912789503456793, 0.0
215, 1.0372535619473726, -11.652111571240756, 0.0
305, 1.040578636966568, -10.513614917972411, 0.0
443, 1.0425597245586196, -7.071773245715394, 0.0
424, 1.037164634425966, -6.076027864609494, 0.0
154, 1.0374384056741799, -13.076552209064351, 0.0
321, 1.0288657746691603, -22.483640278310325, 0.0
358, 1.0414756759624646, -11.076200261061896, 0.0
49, 1.0406021314637726, -11.062221827944576, 0.0
218, 1.040119527685644, -12.005109408985485, 0.0
5, 1.0363887369936429, -6.150000172989552, 0.0
62, 1.0351273111671262, -21.373459827425837, 0.0
196, 1.0397945660369492, -16.825388791382725, 0.0
90, 1.0431555568378148, -20.131527886097835, 0.0
234, 1.0420535668432434, -19.738185409948553, 0.0
446, 1.040974450712769, -7.124315826058137, 0.0
404, 1.0395916911442207, -12.247814034531007, 0.0
205, 1.0391657286315716, -12.709354548038545, 0.0
237, 1.0410728214831817, -13.177780117160053, 0.0
201, 1.0397407069439322, -17.86500838166565, 0.0
311, 1.0461087627792571, -10.85428510115111, 0.0
390, 1.0418498493042077, -4.146069585751225, 0.0
315, 1.035317150820869, -13.26604067139291, 0.0
448, 1.0372488987317527, -13.102807509897804, 0.0
298, 1.0432888290540152, -9.02152117383938, 0.0
461, 1.0384493296106863, -7.114077683440731, 0.0
366, 1.0353413926237478, -21.036799386526823, 0.0
164, 1.042031822217144, -16.978356287989875, 0.0
419, 1.0409116403221716, -11.347420637706792, 0.0
380, 1.0397717391713517, -12.218327873224192, 0.0
86, 1.039392347871963, -13.495797949090207, 0.0
126, 1.0409177905367009, -4.2784002196976445, 0.0
152, 1.0445162441237064, -13.207157673618001, 26.171009026173692
71, 1.0400349516773961, -10.330162954793012, 0.0
37, 1.0402965194715612, -7.472578055399987, 0.0
226, 1.0385378771290652, -5.736010195415463, 0.0
399, 1.040162013996451, -11.387276220341295, 0.0
245, 1.0401374740149654, -10.628517251162322, 0.0
469, 1.035914177649008, -12.715284886522825, 0.0
487, 1.0342664379414885, -10.221173191129441, 0.0
266, 1.0467074435934427, -20.51323019482761, 0.0
268, 1.0351557343714313, -13.369003021176333, 0.0
6, 1.0363661772152102, -6.152743231337586, 0.0
441, 1.0414914682177319, -9.166337914270482, 0.0
125, 1.0404947462199918, -3.8594210022135864, 0.0
98, 1.037084686341671, -11.179605372889478, 0.0
473, 1.0400875040796487, -5.375696509637986, 0.0
272, 1.0404194405105107, -13.627556562535265, 0.0
379, 1.040043778257927, -9.901450174081488, 0.0
174, 1.0392555249536055, -11.219562459690911, 0.0
187, 1.0428346924808318, -20.197460741226525, 0.0
471, 1.045167766248787, -12.452546478225692, 0.0
493, 1.0406856578299708, -12.366010762915248, 0.0
7, 1.0518686924895477, -17.550160131502203, 0.0
361, 1.0401587528185243, -12.683484154329054, 0.0
261, 1.0417663074843801, -5.359301604139768, 0.0
194, 1.0372164700686954, -15.405342946593423, 0.0
140, 1.0396289165569417, -12.567272564560852, 0.0
486, 1.0409867207304406, -20.425420054362963, 0.0
397, 1.0412054364777041, -5.072545592166774, 0.0
337, 1.039483539389073, -10.675027912193565, 0.0
107, 1.0403511062426836, -12.903867283376107, 0.0
102, 1.0407090306010147, -11.38112592273552, 0.0
69, 1.0343751720219245, -13.29966991794547, 0.0
354, 1.038337271367982, -20.86583389680515, 0.0
282, 1.0400822097460556, -10.426417597146392, 0.0
97, 1.0373410113243005, -11.145637591461218, 0.0
4, 1.030150728246804, -22.124973243239335, 0.0
221, 1.0414667851461532, -12.482372462322948, 0.0
235, 1.0426250794698968, -11.3965710575569, 0.0
212, 1.0393123811828477, -11.280399233057835, 0.0
210, 1.0372542134544247, -13.496595378522318, 0.0
369, 1.0399769275818214, -5.246567255002007, 0.0
13, 1.0399864860586203, -9.954541609054607, 0.0
136, 1.0400339008324133, -20.576625691439535, 0.0
211, 1.037047918384298, -13.523572476330726, 0.0
134, 1.0383006240619441, -5.676546752861183, 0.0
133, 1.0385648603712558, -5.641670948789399, 0.0
148, 1.0367346940382989, -15.639287307387848, 0.0
240, 1.0399410483330431, -13.793303201456501, 0.0
329, 1.0393428194291054, -8.47195109268576, 0.0
193, 1.0373832893650132, -15.385595765470494, 0.0
373, 1.0387733604732299, -16.408975296130706, 0.0
118, 1.0402926038259697, -10.16241439385933, 0.0
283, 1.0388474909684313, -14.280477756452132, 0.0
246, 1.045051918000792, -11.349342556078012, 0.0
466, 1.0401422395376116, -12.639154449660918, 0.0
38, 1.0402956613143282, -7.4726813780053325, 0.0
375, 1.0342757845713533, -21.381692214671492, 0.0
188, 1.0427399263694241, -20.207873790179672, 0.0
307, 1.0398436498071701, -10.647496441786714, 0.0
199, 1.0389273418074187, -16.923949499504694, 0.0
116, 1.0396423511403041, -12.466698689063787, 0.0
378, 1.0401283871335236, -9.890773078158334, 0.0
425, 1.043861929778396, -8.25072117545473, 0.0
376, 1.037944478066915, -12.707178861607145, 0.0
66, 1.0456359833110447, -8.941188315096582, 0.0
411, 1.0432001734312735, -9.46993603000573, 0.0
241, 1.0398258934336146, -13.807713849243905, 0.0
301, 1.0423593508051545, -9.658325521115017, 0.0
468, 1.0406326980375262, -9.202626634319609, 0.0
18, 1.0403281295501594, 1.0158078284829137, 0.0
455, 1.045688420949565, -17.831291791908196, 0.0
132, 1.0411826195612877, -12.695886130662894, 0.0
29, 1.0386932934077167, -21.084717684979292, 0.0
477, 1.0381320136120298, -13.249614281084225, 0.0
78, 1.0407062471862658, -6.107696816759411, 0.0
470, 1.0402649793799295, -5.516712302395349, 0.0
388, 1.0418498493042077, -4.146069585751225, 0.0
367, 1.0403071843788052, -6.018411014880543, 0.0
382, 1.0285369793764616, -12.836570282870818, 0.0
74, 1.0397587619422561, -13.701485294285451, 0.0
402, 1.037200871243827, -5.572960397553613, 0.0
119, 1.041767091917845, -11.004985507855926, 0.0
236, 1.0410871509879964, -13.176234082691034, 0.0
42, 1.0422856002103147, -11.067621931527505, 0.0
33, 1.035645672530884, -15.356177179027124, 0.0
28, 1.0288475374316683, -13.271599030258425, 0.0
52, 1.0407523217103702, -11.268576247955759, 0.0
381, 1.039713089230396, -12.225792958024941, 0.0
439, 1.0411596907104816, -11.640456589546563, 0.0
347, 1.039628878714976, -11.42722488411451, 0.0
121, 1.0387095713026033, -21.095238602057236, 0.0
451, 1.0392852352874118, -12.979121372353157, 0.0
497, 1.0415137076439804, -3.5328535472525306, 0.0
290, 1.0414166714202218, -6.546421787197261, 0.0
115, 1.039632816581803, -12.468114256781726, 0.0
395, 1.0418498493042077, -4.146069585751225, 0.0
409, 1.0406795091865366, -6.242932907525947, 0.0
314, 1.0353193300049344, -13.265777307301954, 0.0
351, 1.0431949085603647, -12.482681540573548, 0.0
163, 1.0431270294886132, -16.8455616048305, 0.0
339, 1.0412799502484618, -3.9228491748414833, 0.0
481, 1.0458214466800755, -20.267102812631826, 0.0
281, 1.0409302992378355, -10.314098809159614, 0.0
58, 1.0397926208559798, -9.147405091918428, 0.0
25, 1.0409003517584372, -12.908480935668255, 0.0
114, 1.0396562063893222, -12.464903243927653, 0.0
374, 1.0344672923857905, -21.355797472118578, 0.0
166, 1.0421665612371829, -5.552735754562791, 0.0
31, 1.0387373609330703, -13.117045302416924, 0.0
274, 1.0354019371281027, -6.860970097311692, 0.0
370, 1.0397621650326543, -5.270355515012745, 0.0
206, 1.0391513280010805, -12.710985130645653, 0.0
279, 1.0389720393277977, -10.126631232189068, 0.0
280, 1.0388620968651514, -10.137763443643536, 0.0
313, 1.0386139422086544, -12.502774224639834, 0.0
364, 1.0400007109319673, -12.705889786608571, 0.0
484, 1.0458368675677627, -20.396586236833812, 0.0
44, 1.0380903617408785, -18.454033646969513, 0.0
169, 1.0400427446328164, -3.2567316506266093, 0.0
129, 1.043730191655289, -10.990218961802531, 60.0
189, 1.0392556474582932, -13.486592704131109, 0.0
150, 1.0426195887893117, -10.920450562836121, 0.0
259, 1.0410068214816486, -10.925433171243236, 0.0
94, 1.0381748304942613, -12.454793973639783, 0.0
352, 1.0435853590144883, -12.407625888567631, 0.0
288, 1.037867534252133, -20.963447092245328, 0.0
412, 1.0432001734312735, -9.469936030005728, 0.0
429, 1.0404676628970302, -12.489343077230187, 0.0
430, 1.042443424089487, -12.026080363418176, 0.0
479, 1.0437997904324343, -20.604117816082034, 0.0
99, 1.0430285665984358, -12.851242397978485, 0.0
207, 1.0390361732142774, -12.724687166376304, 0.0
47, 1.0364671001490016, -14.127442523726481, 0.0
330, 1.0401433039468635, -12.904022890329292, 0.0
73, 1.0406014349461874, -10.304314597637706, 0.0
82, 1.0385303464869629, -7.7619098213059665, 0.0
285, 1.035210983861801, -9.245088665630329, 0.0
310, 1.0464180101523808, -10.816994168977473, 48.0846961292075
433, 1.0421951753539545, -11.950897100158167, 0.0
406, 1.0405742562722502, -10.160458541771144, 0.0
79, 1.04070345742872, -6.1080232389961475, 0.0
437, 1.0407904979527276, -11.533862537718676, 0.0
216, 1.0386183596043672, -10.380215277729105, 0.0
377, 1.0374617716064005, -12.769231656615773, 0.0
84, 1.0351670124609342, -14.663718144136162, 0.0
325, 1.038388563193181, -10.826500074824592, 0.0
104, 1.037261126191757, -13.105695474925643, 0.0
124, 1.042125035208183, -5.041847089687419, 0.0
238, 1.040741107862895, -13.65619008219161, 0.0
209, 1.0307751987587115, -11.61444255765964, 0.0
185, 1.0400246756130758, -6.372098792951975, 0.0
267, 1.0357283806787299, -13.290378064808989, 0.0
70, 1.0393625344673958, -10.354044805499552, 0.0
410, 1.040988363509034, -6.435562583502847, 0.0
427, 1.041448315720718, -9.914922918148859, 0.0
349, 1.041327185941069, -12.54538798772855, 0.0
391, 1.0418498493042077, -4.146069585751225, 0.0
191, 1.0399455507020512, -12.354476682871638, 0.0
8, 1.0476353271757783, -18.847616408248403, 0.0
304, 1.0403128010765224, -10.587193175265195, 0.0
338, 1.0417566352351768, -3.8556159262002274, 0.0
198, 1.0490547202624017, -13.667067008990763, 0.0
64, 1.0348268328332837, -21.407585568119888, 0.0
222, 1.0451021091426622, -12.808638063082109, 0.0
343, 1.0383263752289729, -13.621894314460828, 0.0
91, 1.0375296739757434, -5.619887521718025, 0.0
60, 1.0408118292275648, -12.661009565606433, 0.0
158, 1.0383636952472615, -20.64262549529048, 0.0
156, 1.0310883441333956, -14.540719073661295, 0.0
229, 1.0402316571818868, -8.701784707225501, 0.0
348, 1.039100656836272, -11.486481499957199, 0.0
498, 1.0410171756480946, -3.7746890592377436, 0.0
144, 1.0500867781921746, 0.3670669375218522, 0.0
420, 1.040883579033228, -11.351269589051812, 0.0
220, 1.0451490861967812, -12.824527778285677, 0.0
22, 1.0327037254905704, -17.447566002768763, 0.0
11, 1.040317414124996, -12.907347383146613, 0.0
271, 1.0423290123608207, -11.617212666559181, 0.0
383, 1.0283675213921204, -12.856935258435614, 0.0
434, 1.0424285522177341, -12.02144214315352, 0.0
324, 1.0390897849060259, -10.731221104680603, 0.0
483, 1.0431955819418, -20.271087261312598, 0.0
277, 1.0416558149507196, -20.701452460051723, 0.0
398, 1.0413415083992783, -5.055141903660581, 0.0
16, 1.0418577688554753, -3.250672061765546, 0.0
490, 1.0392587958615565, -10.348534675389901, 0.0
331, 1.0397994646905264, -12.949117319446474, 0.0
40, 1.0420096400160839, -12.59163599156979, 0.0
72, 1.0404486350597388, -10.315185866976426, 0.0
128, 1.0412668860998209, -4.413288083452422, 0.0
472, 1.042754051240805, -12.825562545314463, 0.0
145, 1.0498537620015884, -1.6060910561215151, 0.0
36, 1.0389528820059573, -12.179190454862479, 0.0
95, 1.0380808983112266, -5.680656157562397, 0.0
138, 1.0388583188138691, -10.649955057403428, 0.0
336, 1.0395255931669283, -10.669610213365207, 0.0
414, 1.0409386195356287, -6.8734945366497575, 0.0
294, 1.040756788674182, -11.709806062877389, 0.0
353, 1.043582635628388, -11.814543829632488, 0.0
232, 1.0468376442974345, -17.503568681197923, 0.0
153, 1.0440702334291927, -13.255917032745652, 0.0
-- generator section
i, id, p(MW), q(MVAR)
144, 1, 415.9035008159435, 31.63174594401249
482, 1, 11.735, 17.28
223, 1, 4.694, -0.88
433, 1, 1.7469999999999999, -0.33
82, 1, 94.379, -14.826971303939443
49, 1, 1.3, -0.16
437, 1, 51.37500000000001, -9.65
71, 1, 1.043, 1.54
456, 1, 0.0, 0.0
250, 1, 0.0, 0.0
439, 1, 51.37500000000001, -9.65
442, 1, 0.0, 0.0
73, 1, 0.365, 0.4553592670661275
168, 1, 50.462, -5.297457634892203
198, 1, 207.29999999999998, 17.32764059514639
435, 1, 51.37500000000001, -9.65
414, 1, 111.1, -5.312568955143327
432, 1, 0.313, -0.06
167, 1, 50.462, -9.4557941140487
18, 1, 157.6, -1.605507900239828
410, 1, 136.95, -2.739270905381011
301, 1, 0.0, 0.0
16, 1, 0.0, 0.0
389, 1, 0.0, 0.0
225, 1, 134.253, -6.721665815012937
222, 1, 1.356, -0.25
443, 1, 0.0, 0.0
63, 1, 0.0, 0.0
362, 1, 0.0, 0.0
431, 1, 0.861, -0.16
265, 1, 0.0, 0.0
396, 1, 0.0, 0.0
390, 1, 0.0, 0.0
145, 1, 183.09802500114756, 26.491952943126822
275, 1, 0.0, 0.0
395, 1, 0.0, 0.0
436, 1, 51.37500000000001, -9.65
411, 1, 0.0, 0.0
127, 1, 42.248, -3.486296821283115
412, 1, 0.0, 0.0
264, 1, 0.0, 0.0
128, 1, 42.248, -5.460434303427424
444, 1, 0.0, 0.0
319, 1, 11.031, 3.933710068187194
197, 1, 215.34393561554208, 5.245442948825878
455, 1, 0.0, 0.0
254, 1, 0.0, 0.0
498, 1, 4.694, -0.88
392, 1, 0.0, 0.0
248, 1, 0.0, 0.0
169, 1, 100.925, -7.484326732028405
361, 1, 0.0, 0.0
413, 1, 0.0, 0.0
306, 1, 0.626, 0.373502238441067
126, 1, 42.248, -5.507448625959084
